lat,long,Name,
-2.48216882,54.18793003,bleadubspot
-2.50700551,54.20730483,shortlongdrop
-2.50625758,54.20251362,lostjohnstag
-2.5049462,54.20608975,coalhole
-2.52327252,54.21474499,leckbeckheadwesteast.1
-2.50581499,54.20241141,roughpot
-2.50699676,54.20505136,shortdrop
-2.46316042,54.20025113,jinglingcavetop.3
-2.4641099,54.19714672,rowtencavebottom.3
-2.50979356,54.20735391,eyeholes.004
-2.48237851,54.18017156,brokenribcave
-2.52338889,54.21486492,leckbeckheadwesteast.5
-2.4633267,54.20024708,jinglingcavetop.7
-2.46556873,54.1970318,rowtencavetop.13
-2.51885965,54.21632844,kirkpot2.31
-2.51885238,54.21636073,kirkpot2.35
-2.51010312,54.21553899,pipsink
-2.51151537,54.20895986,bruntskillpot
-2.45299664,54.20671743,yordas1.1
-2.46601613,54.19686623,rowtencavetop.1
-2.4640372,54.1971568,rowtencavebottom.6
-2.46573292,54.19699342,rowtencavetop.9
-2.46424231,54.1989082,jinglingmiddle.21
-2.46439385,54.19699005,rowtencavemiddle.26e
-2.49148108,54.18838543,surfacemarblesteps2sink.003
-2.51055816,54.2153699,yeadon_pipikin_surface_survey.pipikinentrance
-2.50579502,54.19996187,boxheadpot
-2.51474931,54.21418936,yeadon_pipikin_surface_survey.crosshall-nearwaterfall
-2.51464622,54.2118935,yeadon_pipikin_surface_survey.endofdive
-2.46250022,54.1999099,aquamole
-2.50624542,54.20733481,byron
-2.5017695,54.19074364,ireby
-2.48288772,54.18761681,mohole
-2.48721892,54.18362465,nnepot
-2.49544182,54.18580355,lowdouk
-2.49312219,54.18681436,riftpot
-2.48847957,54.18646004,largepot
-2.50566079,54.1948962,nottspot
-2.5156738,54.21450895,potblack
-2.50638457,54.19704206,shep_pot
-2.51247158,54.20719596,bigmeanie
-2.48358571,54.18761374,brollypot
-2.48832653,54.18642543,littlepot
-2.48719441,54.18354656,northendpot
-2.50539102,54.19589988,perilouspot
-2.50691109,54.19351236,pinocchiopot
-2.51611871,54.20728581,cockaminecave
-2.44305098,54.19329638,vesperpot
-2.51077896,54.20707139,deathsheadhole
-2.45286886,54.18430718,crescentpot
-2.46100077,54.18116126,illusionpot
-2.44211941,54.1923607,growlinghole
-2.45114924,54.18980173,lordstophole
-2.50566671,54.20668691,rumblingmain
-2.50591082,54.19404727,hopelesspot
-2.50654222,54.19638468,excellent_entrance
-2.51388172,54.2086851,fenwick_pot
-2.51571946,54.21277139,yeadon_pipikin_surface_survey.gourhall
-2.5128205,54.21470304,yeadon_pipikin_surface_survey.hallof10_mountainking_jct
-2.51309781,54.21409053,yeadon_pipikin_surface_survey.hallofthedamned
-2.50532568,54.20002792,itsacracker
-2.51233866,54.2144032,yeadon_pipikin_surface_survey.smokeyhole
-2.5115611,54.20047802,thecupcake
-2.5092446,54.19896168,voldemort
-2.51311664,54.21395159,yeadon_pipikin_surface_survey.waterfallchambersump
-2.4445376,54.17491613,dalebarncave.newentrance
-2.4436588,54.17490985,dalebarncave.oldentrance
