site_name,longitude,latitude,ngr,group,order,family,subfamily,tribe,species,ref,input_by,id,habitat,zone,cat,area,lgm,collector,notes,references
Goyden Pot,-1.8482782,54.181484,SE10007620,Insecta:Diptera,,Chironomidae,Tanypodinae,Macropelopiini ,Macropelopia nebulosa,BR14:224,Robert. I. Carthy,4761,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Goyden Pot,-1.8482782,54.181484,SE10007620,Insecta:Diptera,,Chironomidae,Chironominae,Tanytarsini,Tanytarsus sp.,BR14:224,Robert. I. Carthy,4762,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Lower Long Churn Cave,-2.3492639,54.176578,SD77307570,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Isotoma olivaceae,BR14:224,Robert. I. Carthy,4763,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Lower Long Churn Cave,-2.3492639,54.176578,SD77307570,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR14:224,Robert. I. Carthy,4764,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Lower Long Churn Cave,-2.3492639,54.176578,SD77307570,Insecta:Diptera,,Trichoceridae,,,Trichocera regelationis,BR14:224,Robert. I. Carthy,4765,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Roudsea Wood Caves,-3.0308268,54.230194,SD32908210,Myriapoda:Diplopoda,,Polydesmidae,,,Polydesmus coriaceus,BR14:225,Robert. I. Carthy,4767,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Roudsea Wood Caves,-3.0308268,54.230194,SD32908210,Arachnida:Araneae,,Nesticidae,,,Nesticus cellulanus juvenile,BR14:225,Robert. I. Carthy,4768,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Roudsea Wood Caves,-3.0308268,54.230194,SD32908210,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR14:225,Robert. I. Carthy,4769,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Springs Wood Level,-2.0653633,54.164845,SD95837434,Myriapoda:Chilopoda,,,,,Lithobius variegatus,BR14:225,Robert. I. Carthy,4770,Terrestrial habitat,,Trogloxene,Mine (various types),NLGM,"Dixon, J",,
Springs Wood Level,-2.0653633,54.164845,SD95837434,Myriapoda:Diplopoda,,Julidae,,,Tachypodoiulus niger,BR14:225,Robert. I. Carthy,4771,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Springs Wood Level,-2.0653633,54.164845,SD95837434,Insecta:Coleoptera,Adephaga,Carabidae,Nebriinae,Nebriini,Nebria rufescens,BR14:225,Robert. I. Carthy,4772,Terrestrial habitat,,Trogloxene,Mine (various types),NLGM,"Dixon, J",,
Springs Wood Level,-2.0653633,54.164845,SD95837434,Insecta:Diptera,,Limoniidae,Eriopterinae,Gonomyiini,Lipsothrix remota,BR14:225,Robert. I. Carthy,4773,Terrestrial habitat,DTh,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Tailbrigg Pots,-2.2944233,54.435557,NY81000450,Insecta:Diptera,,Calliphoridae,,,Calliphora vomitoria,BR14:225,Robert. I. Carthy,4774,Terrestrial habitat,DTh,Trogloxene,Cave Northern England,NLGM,"Dixon, J",,
Tailbrigg Pots,-2.2944233,54.435557,NY81000450,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae immature,BR14:225,Robert. I. Carthy,4775,Terrestrial habitat,,Eutroglophile,Cave Northern England,NLGM,"Dixon, J",,
Twin Bottom Scar Cave,-2.1894673,54.074479,SD87706430,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR14:225,Robert. I. Carthy,4776,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Twin Bottom Scar Cave,-2.1894673,54.074479,SD87706430,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR14:225,Robert. I. Carthy,4777,Terrestrial habitat,DZ,Subtroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Twin Bottom Scar Cave,-2.1894673,54.074479,SD87706430,Insecta:Diptera,,Mycetophilidae,Mycetophilinae,Exechiini,Exechia sp.,BR14:225,Robert. I. Carthy,4778,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Turbellaria:Tricladida,,,,,Polycelis felina,BR14:225,Robert. I. Carthy,4781,Aquatic habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strath, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Collembola,Poduromorpha,Neanuridae,,,Anurida granaria,BR14:225,Robert. I. Carthy,4782,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strath, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Ilybius fuliginosus larva,BR14:225,Robert. I. Carthy,4783,Aquatic habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strath, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Philopotamidae,,caseless,Wormaldia occipitalis,BR14:225,Robert. I. Carthy,4784,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strath, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Copepoda,Cyclopoida,Cyclopidae,,,Acanthocyclops vernalis,BR14:225,Robert. I. Carthy,4785,Aquatic habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strath, M",,
Napps Cave,-4.0599792,51.208553,SS56204750,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:225,Robert. I. Carthy,4786,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Oldham, A; Oldham, T",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Annelida:Oligochaeta,,Tubificidae,,,Tubifex ignotus,BR14:226,Robert. I. Carthy,4791,Aquatic habitat,,EUT,Cave Mendip Hills,,"Pearce, AEMcR",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Limnephilidae,,cased,Stenophylax vibex,BR14:226,Robert. I. Carthy,4792,Terrestrial habitat,DZ,Subtroglophile,Cave Mendip Hills,,"Pearce, AEMcR",,
Nancy Camel's Hole,-2.5716744,51.19535,ST60154417,Myriapoda:Diplopoda,,Blaniulidae,,,Proteroiulus fuscus,BR14:226,Robert. I. Carthy,4793,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Pearce, AEMcR",,
Limpley Stoke Mine,-2.3172081,51.338658,ST78006000,Myriapoda:Diplopoda,,Julidae,,,Cylindroiulus latestriatus,BR14:226,Robert. I. Carthy,4795,Terrestrial habitat,,Trogloxene,Mine (various types),,"Pearce, AEMcR",,
Limpley Stoke Mine,-2.3172081,51.338658,ST78006000,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:226,Robert. I. Carthy,4796,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Pearce, AEMcR",,
Limpley Stoke Mine,-2.3172081,51.338658,ST78006000,Insecta:Collembola,Poduromorpha,Neanuridae,,,Anurida granaria,BR14:226,Robert. I. Carthy,4797,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Pearce, AEMcR",,
Limpley Stoke Mine,-2.3172081,51.338658,ST78006000,Insecta:Diptera,,Bolitophilidae,,,Bolitophila cinerea,BR14:226,Robert. I. Carthy,4798,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),,"Pearce, AEMcR",,
Afton Red Rift,-3.6377482,50.457188,SX83846321,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:226,Robert. I. Carthy,4800,Aquatic habitat,,Troglobiont,Cave Devon,SLGM,"Pugsley, CW",,
Afton Red Rift,-3.6377482,50.457188,SX83846321,Crustacea:Amphipoda,,Niphargidae,,,Niphargus glenniei,BR14:226,Robert. I. Carthy,4801,Aquatic habitat,,Troglobiont,Cave Devon,SLGM,"Pugsley, CW",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Turbellaria:Tricladida,,,,,Phagocata vitta,BR14:226,Robert. I. Carthy,4802,Aquatic habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Smith, RW",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Desoria violacea,BR14:226,Robert. I. Carthy,4803,Terrestrial habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Smith, RW",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR14:227,Robert. I. Carthy,4804,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Smith, RW",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR14:227,Robert. I. Carthy,4805,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR14:227,Robert. I. Carthy,4806,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:227,Robert. I. Carthy,4807,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Insecta:Coleoptera,Polyphaga,Helophoridae,,,Helophorus grandis,BR14:227,Robert. I. Carthy,4808,Terrestrial habitat,,Trogloxene,Cave South Wales,,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Insecta:Coleoptera,Adephaga,Carabidae,Platyninae,Platynini,Agonum ruficorne,BR14:227,Robert. I. Carthy,4809,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Insecta:Coleoptera,Polyphaga,Aphodiidae,,,Aphodius fimetarius,BR14:227,Robert. I. Carthy,4810,Terrestrial habitat,,Trogloxene,Cave South Wales,,"Smith, RW",,
Little Neath River Cave,-3.5802897,51.813999,SN91161400,Insecta:Diptera,,Chironomidae,Orthocladiinae,,Metriocnemus sp.,BR14:227,Robert. I. Carthy,4812,Terrestrial habitat,DZ,Trogloxene,Cave South Wales,,"Smith, RW",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Myriapoda:Diplopoda,,Julidae,,,Tachypodoiulus niger,BR14:227,Robert. I. Carthy,4813,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Smith, RW",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:227,Robert. I. Carthy,4814,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Smith, RW",,
Lost John's Cave,-2.5073745,54.20208,SD67007860,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR14:227,Robert. I. Carthy,4816,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Smith, RW",,
Sheepswash Cave,-1.8513097,53.330322,SK10008150,Mollusca:Gastropoda,Pulmonata,Oxychilidae,,,Nesovitrea hammonis,BR14:227,Robert. I. Carthy,4817,Terrestrial habitat,,Trogloxene,Cave Peak District,,"Smith, RW",,
Sheepswash Cave,-1.8513097,53.330322,SK10008150,Crustacea:Isopoda,,Oniscidae,,,Oniscus asellus,BR14:227,Robert. I. Carthy,4819,Terrestrial habitat,,Eutroglophile,Cave Peak District,,"Smith, RW",,
Sheepswash Cave,-1.8513097,53.330322,SK10008150,Arachnida:Araneae,,Linyphiidae,,,Lepthyphantes zimmermanni,BR14:227,Robert. I. Carthy,4820,Terrestrial habitat,,Eutroglophile,Cave Peak District,,"Smith, RW",,
Sheepswash Cave,-1.8513097,53.330322,SK10008150,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae,BR14:227,Robert. I. Carthy,4821,Terrestrial habitat,,Eutroglophile,Cave Peak District,,"Smith, RW",,
Ogof Rhyd Sych,-3.3913003,51.782309,SO04121021,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Parisotoma notabilis,BR14:227,Robert. I. Carthy,4822,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof Rhyd Sych,-3.3913003,51.782309,SO04121021,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:228,Robert. I. Carthy,4823,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof Rhyd Sych,-3.3913003,51.782309,SO04121021,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:228,Robert. I. Carthy,4824,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:228,Robert. I. Carthy,4825,Terrestrial habitat,,Troglobiont,Cave North Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Diplopoda,,Polydesmidae,,,Polydesmus denticulatus,BR14:228,Robert. I. Carthy,4826,Terrestrial habitat,,Trogloxene,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR14:228,Robert. I. Carthy,4827,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Symphyla,,Scutigerellidae,,,Scutigerella causeyae,BR14:228,Robert. I. Carthy,4828,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Symphyla,,Scutigerellidae,,,Scutigerella causeyae,BR14:228,Robert. I. Carthy,4829,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Symphyla,,Scutigerellidae,,,Scutigerella causeyae,BR14:228,Robert. I. Carthy,4830,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Myriapoda:Symphyla,,Scutigerellidae,,,Scutigerella causeyae,BR14:228,Robert. I. Carthy,4831,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:228,Robert. I. Carthy,4832,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:228,Robert. I. Carthy,4833,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:228,Robert. I. Carthy,4834,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia monoculata,BR14:228,Robert. I. Carthy,4835,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:228,Robert. I. Carthy,4836,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:228,Robert. I. Carthy,4837,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:228,Robert. I. Carthy,4838,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Plecoptera,,,,,Protonemura meyeri,BR14:228,Robert. I. Carthy,4839,Terrestrial habitat,DZ,Trogloxene,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR14:228,Robert. I. Carthy,4840,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR14:228,Robert. I. Carthy,4841,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR14:228,Robert. I. Carthy,4842,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR14:228,Robert. I. Carthy,4843,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:228,Robert. I. Carthy,4844,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:229,Robert. I. Carthy,4845,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:229,Robert. I. Carthy,4846,Aquatic habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR14:229,Robert. I. Carthy,4847,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Smith, RW",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Arachnida:Araneae,,Linyphiidae,,,Porrhomma rosenhaueri,BR14:229,Robert. I. Carthy,4848,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Smith, RW",,
Afon Pelenna,-3.728842,51.654547,SS80509650,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:229,Robert. I. Carthy,4849,Aquatic habitat,,Troglobiont,Interstitial samples,,"Jeffries, M",,
Nant Craig yr Aber,-3.651332,51.550455,SS85608480,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:229,Robert. I. Carthy,4850,Aquatic habitat,,Troglobiont,Interstitial samples,,"Jeffries, M",,
Afon Lwyd,-3.0970971,51.773645,SO24400890,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:229,Robert. I. Carthy,4851,Aquatic habitat,,Troglobiont,Interstitial samples,,"Staddon, BW",,
Afon Lwyd,-3.0970971,51.773645,SO24400890,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:229,Robert. I. Carthy,4852,Aquatic habitat,,Troglobiont,Interstitial samples,,"Staddon, BW",,
Afon Lwyd,-3.0970971,51.773645,SO24400890,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:229,Robert. I. Carthy,4853,Aquatic habitat,,Troglobiont,Interstitial samples,,"Staddon, BW",,
Spring north of Pontypool,-3.0589796,51.755113,SO27000680,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR14:229,Robert. I. Carthy,4854,Aquatic habitat,,Troglobiont,Spring,,"Staddon, BW",,
Spring north of Pontypool,-3.0589796,51.755113,SO27000680,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR14:229,Robert. I. Carthy,4855,Terrestrial habitat,,Eutroglophile,Spring,,"Staddon, BW",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Mollusca:Gastropoda,Pulmonata,Cochlicopidae,,,Cochlicopa lubrica,BR14:229,Robert. I. Carthy,4858,Terrestrial habitat,,Trogloxene,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:229,Robert. I. Carthy,4859,Terrestrial habitat,,Troglobiont,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:229,Robert. I. Carthy,4860,Terrestrial habitat,,Troglobiont,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Diptera,,Trichoceridae,,,Trichocera maculipennis,BR14:229,Robert. I. Carthy,4861,Terrestrial habitat,DZ,Eutroglophile,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Diptera,,Sciaridae,,,Sciara sp.,BR14:229,Robert. I. Carthy,4862,Terrestrial habitat,DZ,Eutroglophile,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Diptera,,Trichoceridae,,,Trichocera maculipennis,BR14:229,Robert. I. Carthy,4863,Terrestrial habitat,DZ,Eutroglophile,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Diptera,,Sciaridae,,,Bradysia sp.,BR14:230,Robert. I. Carthy,4864,Terrestrial habitat,DZ,Eutroglophile,Cave North Wales,,"Jefferson, GT",,
Ogof Dydd Byraf,-3.1137605,53.062814,SJ25465231,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR14:230,Robert. I. Carthy,4865,Terrestrial habitat,DZ,Eutroglophile,Cave North Wales,,"Jefferson, GT",,
Agen Allwedd,-3.1808855,51.835234,SO18731584,Insecta:Lepidoptera,,Geometridae,,,Triphosa dubitata,BR14:230,Robert. I. Carthy,4867,Terrestrial habitat,,Subtroglophile,Cave South Wales,,"Franklin, A",,
Agen Allwedd,-3.1808855,51.835234,SO18731584,Insecta:Lepidoptera,,Erebidae,,,Scoliopteryx libatrix,BR14:230,Robert. I. Carthy,4868,Terrestrial habitat,,Subtroglophile,Cave South Wales,,"Franklin, A",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:230,Robert. I. Carthy,4869,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Jefferson, GT",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Diptera,,Trichoceridae,,,Trichocera maculipennis,BR14:230,Robert. I. Carthy,4870,Terrestrial habitat,Th + DTh,Eutroglophile,Cave South Wales,,"Jefferson, GT",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR14:230,Robert. I. Carthy,4871,Terrestrial habitat,DZ,Eutroglophile,Cave South Wales,,"Jefferson, GT",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR14:230,Robert. I. Carthy,4872,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Ware, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella dobati,BR14:230,Robert. I. Carthy,4873,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Ware, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Diptera,,Sciaridae,,,Sciara sp. larva,BR14:230,Robert. I. Carthy,4874,Terrestrial habitat,DZ,Eutroglophile,Cave South Wales,,"Ware, M",,
Mitchelstown Old Cave,,,R92631681,Insecta:Diptera,,Limoniidae,Limoniinae,Limoniini,Limonia nubeculosa,BR15:225,Robert. I. Carthy,4876,Terrestrial habitat,DTh,Eutroglophile,Cave Ireland other,,"Dixon, J",,
Mitchelstown Old Cave,,,R92631681,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR15:225,Robert. I. Carthy,4877,Terrestrial habitat,DTh,Eutroglophile,Cave Ireland other,,"Dixon, J",,
Mitchelstown Old Cave,,,R92631681,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae,BR15:225,Robert. I. Carthy,4878,Terrestrial habitat,,Eutroglophile,Cave Ireland other,,"Dixon, J",,
Mitchelstown New Cave,,,R92631681,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR15:225,Robert. I. Carthy,4879,Terrestrial habitat,,Eutroglophile,Cave Ireland other,,"Dixon, J",,
Mitchelstown New Cave,,,R92631681,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR15:225,Robert. I. Carthy,4880,Terrestrial habitat,,Eutroglophile,Cave Ireland other,,"Dixon, J",,
